asset_id,recorded_at,temperature,vibration,pressure,humidity,fuel_level,date,hour,day_of_week,temperature_rolling_avg,vibration_rolling_avg,temperature_deviation,vibration_deviation,temperature_anomaly,vibration_anomaly,risk_score,risk_level,ml_anomaly,anomaly_score,anomaly_status
AST-0006,2026-08-17 20:50:38.403936,4.17,1.42,104.84,68.2,39.68,2026-08-17,20,0,4.930000000000001,2.282,-0.7600000000000007,-0.8619999999999997,False,True,1,MEDIUM,False,0.06432836630481314,NORMAL
AST-0006,2026-08-17 22:10:38.403936,8.25,2.11,102.7,48.92,59.97,2026-08-17,22,0,5.314,2.088,2.936,0.0220000000000002,False,False,0,LOW,False,0.08452291896665454,NORMAL
AST-0006,2026-08-17 23:39:38.403936,3.93,2.02,100.33,74.44,77.72,2026-08-17,23,0,5.098000000000001,2.1419999999999995,-1.1680000000000006,-0.1219999999999994,False,False,0,LOW,False,0.1494605823556695,NORMAL
AST-0006,2026-08-18 03:04:38.403936,4.1,1.94,102.87,57.23,56.78,2026-08-18,3,1,5.07,1.928,-0.9700000000000006,0.0120000000000002,False,False,0,LOW,False,0.1435331428937508,NORMAL
AST-0006,2026-08-18 07:00:38.403936,5.91,2.0,98.63,97.84,79.1,2026-08-18,7,1,5.272,1.898,0.6379999999999999,0.1020000000000003,False,False,0,LOW,False,0.0011411865536643528,NORMAL
AST-0006,2026-08-18 09:58:38.403936,3.46,2.89,103.22,68.0,96.34,2026-08-18,9,1,5.13,2.1919999999999997,-1.67,0.6980000000000008,False,True,1,MEDIUM,False,0.08908929933885623,NORMAL
AST-0006,2026-08-18 19:42:38.403936,4.35,3.12,100.11,60.77,41.38,2026-08-18,19,1,4.35,2.394,0.0,0.7260000000000004,False,True,1,MEDIUM,False,0.12807079384422032,NORMAL
AST-0006,2026-08-19 05:02:38.403936,2.33,2.25,100.82,56.71,65.39,2026-08-19,5,2,4.029999999999999,2.44,-1.6999999999999993,-0.1899999999999999,False,False,0,LOW,False,0.1461750621059441,NORMAL
AST-0006,2026-08-19 09:13:38.403936,5.82,2.15,96.86,64.69,45.34,2026-08-19,9,2,4.374,2.482,1.4460000000000006,-0.3319999999999998,False,False,0,LOW,False,0.06572681309664757,NORMAL
AST-0006,2026-08-19 09:31:38.403936,5.6,1.71,100.73,76.95,81.1,2026-08-19,9,2,4.311999999999999,2.4239999999999995,1.2880000000000005,-0.7139999999999995,False,True,1,MEDIUM,False,0.12316733744137653,NORMAL
AST-0006,2026-08-19 09:53:38.403936,4.48,4.08,99.71,66.46,57.29,2026-08-19,9,2,4.516,2.6619999999999995,-0.0359999999999995,1.4180000000000006,False,True,1,MEDIUM,False,0.13677569237154003,NORMAL
AST-0006,2026-08-19 10:57:38.403936,6.11,3.64,104.17,67.85,29.66,2026-08-19,10,2,4.868,2.766,1.242,0.8740000000000006,False,True,1,MEDIUM,False,0.028017069930107552,NORMAL
AST-0006,2026-08-19 13:31:38.403936,5.3,2.35,103.66,67.16,78.24,2026-08-19,13,2,5.462,2.786,-0.1619999999999999,-0.4359999999999995,False,False,0,LOW,False,0.14710013975859604,NORMAL
AST-0006,2026-08-19 14:06:38.403936,2.11,2.84,100.14,73.81,65.02,2026-08-19,14,2,4.72,2.9239999999999995,-2.61,-0.0839999999999996,False,False,0,LOW,False,0.13195432018804054,NORMAL
AST-0006,2026-08-19 14:19:38.403936,4.22,2.51,103.07,81.09,34.66,2026-08-19,14,2,4.444,3.084,-0.2240000000000002,-0.5739999999999998,False,True,1,MEDIUM,False,0.058349671969690486,NORMAL
AST-0006,2026-08-19 14:47:38.403936,6.41,1.74,98.25,66.33,71.03,2026-08-19,14,2,4.83,2.616,1.58,-0.8759999999999997,False,True,1,MEDIUM,False,0.12124931874123501,NORMAL
AST-0006,2026-08-19 17:39:38.403936,1.94,1.76,104.43,62.26,60.62,2026-08-19,17,2,3.996,2.2399999999999998,-2.056,-0.4799999999999993,False,False,0,LOW,False,0.1020435906867343,NORMAL
AST-0006,2026-08-19 17:53:38.403936,4.86,3.69,97.21,62.79,41.01,2026-08-19,17,2,3.908,2.508,0.9520000000000004,1.1820000000000004,False,True,1,MEDIUM,False,0.041862772520669944,NORMAL
AST-0006,2026-08-19 20:02:38.403936,5.38,3.08,100.0,63.66,49.29,2026-08-19,20,2,4.562,2.556,0.8179999999999996,0.5240000000000005,False,True,1,MEDIUM,False,0.14673200907961903,NORMAL
AST-0006,2026-08-19 21:02:38.403936,3.34,2.84,101.27,63.45,86.39,2026-08-19,21,2,4.386000000000001,2.6219999999999994,-1.0460000000000012,0.2180000000000004,False,False,0,LOW,False,0.1442469200971015,NORMAL
AST-0006,2026-08-20 04:24:38.403936,5.02,2.45,103.38,67.33,67.19,2026-08-20,4,3,4.108,2.764,0.912,-0.3139999999999996,False,False,0,LOW,False,0.16178337208179172,NORMAL
AST-0006,2026-08-20 08:41:38.403936,3.53,1.17,102.31,44.37,59.29,2026-08-20,8,3,4.426,2.646,-0.8960000000000004,-1.476,False,True,1,MEDIUM,False,0.06989909375331604,NORMAL
AST-0006,2026-08-20 08:52:38.403936,4.59,2.3,102.46,56.29,67.51,2026-08-20,8,3,4.372,2.3679999999999994,0.2179999999999999,-0.0679999999999996,False,False,0,LOW,False,0.156794723019531,NORMAL
AST-0006,2026-08-20 11:59:38.403936,3.03,4.44,104.03,66.89,93.47,2026-08-20,11,3,3.902,2.64,-0.8720000000000003,1.8000000000000007,False,True,1,MEDIUM,False,0.03150612216752979,NORMAL
AST-0006,2026-08-20 17:48:38.403936,9.12,3.59,98.81,67.33,54.06,2026-08-20,17,3,5.058,2.79,4.061999999999999,0.7999999999999998,False,True,1,MEDIUM,False,0.07124575348747575,NORMAL
AST-0006,2026-08-20 19:41:38.403936,5.07,3.3,103.66,64.34,58.55,2026-08-20,19,3,5.068,2.9599999999999995,0.0020000000000006,0.3400000000000003,False,False,0,LOW,False,0.14352812798025866,NORMAL
AST-0006,2026-08-20 21:25:38.403936,4.0,3.61,100.67,55.34,96.43,2026-08-20,21,3,5.162,3.4479999999999995,-1.162,0.1620000000000003,False,False,0,LOW,False,0.07509617490229303,NORMAL
AST-0006,2026-08-20 21:53:38.403936,6.53,3.44,101.57,65.8,74.97,2026-08-20,21,3,5.55,3.676,0.9800000000000004,-0.2359999999999997,False,False,0,LOW,False,0.15155435083804653,NORMAL
AST-0006,2026-08-20 22:48:38.403936,4.95,2.03,101.69,63.56,63.3,2026-08-20,22,3,5.933999999999999,3.1939999999999995,-0.9839999999999992,-1.1639999999999997,False,True,1,MEDIUM,False,0.1708756120821548,NORMAL
AST-0006,2026-08-21 01:01:38.403936,7.51,2.42,100.7,58.08,63.77,2026-08-21,1,4,5.612,2.9599999999999995,1.898,-0.5399999999999996,False,True,1,MEDIUM,False,0.13614808582316473,NORMAL
AST-0006,2026-08-21 06:17:38.403936,3.45,2.24,100.59,57.82,65.25,2026-08-21,6,4,5.288,2.7479999999999998,-1.838,-0.5079999999999991,False,True,1,MEDIUM,False,0.15649710157940833,NORMAL
AST-0006,2026-08-21 07:22:38.403936,6.28,2.24,99.03,60.38,65.98,2026-08-21,7,4,5.744,2.4739999999999998,0.5360000000000005,-0.2339999999999991,False,False,0,LOW,False,0.1438854209733874,NORMAL
AST-0006,2026-08-21 07:44:38.403936,5.38,2.21,102.88,60.87,85.1,2026-08-21,7,4,5.514,2.228,-0.1340000000000003,-0.0179999999999997,False,False,0,LOW,False,0.1372567283833055,NORMAL
AST-0006,2026-08-21 14:29:38.403936,3.44,3.15,103.65,52.28,77.83,2026-08-21,14,4,5.212,2.4519999999999995,-1.7719999999999998,0.6980000000000004,False,True,1,MEDIUM,False,0.11255434239183704,NORMAL
AST-0006,2026-08-21 18:31:38.403936,2.6,3.04,102.64,68.84,47.1,2026-08-21,18,4,4.23,2.576,-1.6299999999999994,0.4640000000000004,False,False,0,LOW,False,0.1361567701303672,NORMAL
AST-0006,2026-08-22 01:11:38.403936,5.04,2.56,102.41,62.73,57.25,2026-08-22,1,5,4.548,2.64,0.492,-0.0799999999999996,False,False,0,LOW,False,0.16695390302373736,NORMAL
AST-0006,2026-08-22 03:09:38.403936,3.01,2.84,99.59,65.98,42.24,2026-08-22,3,5,3.894000000000001,2.76,-0.8840000000000008,0.08,False,False,0,LOW,False,0.12030121264173127,NORMAL
AST-0006,2026-08-22 05:14:38.403936,6.93,1.88,103.59,66.85,69.54,2026-08-22,5,5,4.204,2.6939999999999995,2.726,-0.8139999999999996,False,True,1,MEDIUM,False,0.12977546170984483,NORMAL
AST-0006,2026-08-22 08:41:38.403936,3.89,3.98,98.97,66.03,69.46,2026-08-22,8,5,4.2940000000000005,2.8599999999999994,-0.4040000000000003,1.1200000000000006,False,True,1,MEDIUM,False,0.13103545917999165,NORMAL
AST-0006,2026-08-22 08:49:38.403936,1.21,2.88,103.28,69.46,53.48,2026-08-22,8,5,4.016,2.8279999999999994,-2.806,0.0520000000000004,False,False,0,LOW,False,0.10852560012856666,NORMAL
AST-0006,2026-08-22 09:09:38.403936,2.89,1.28,99.92,64.54,69.38,2026-08-22,9,5,3.586,2.572,-0.6959999999999997,-1.2919999999999996,False,True,1,MEDIUM,False,0.129576635882455,NORMAL
AST-0006,2026-08-22 10:46:38.403936,4.97,7.3,98.6,73.62,62.99,2026-08-22,10,5,3.978,3.4639999999999995,0.9919999999999995,3.836,False,True,1,MEDIUM,False,0.010009435409009226,NORMAL
AST-0006,2026-08-22 21:49:38.403936,18.68,2.46,103.31,68.64,71.23,2026-08-22,21,5,6.328,3.58,12.352,-1.1199999999999997,True,True,2,HIGH,True,-0.019674809948404093,ANOMALOUS
AST-0006,2026-08-22 22:08:38.403936,4.31,2.54,101.01,74.64,100.0,2026-08-22,22,5,6.412000000000001,3.292,-2.102000000000001,-0.7519999999999993,False,True,1,MEDIUM,False,0.07879663235096124,NORMAL
AST-0006,2026-08-22 22:29:38.403936,5.95,3.45,98.84,70.97,77.62,2026-08-22,22,5,7.360000000000001,3.406,-1.410000000000001,0.044,False,False,0,LOW,False,0.12160134127459793,NORMAL
AST-0006,2026-08-23 02:42:38.403936,2.91,0.76,101.53,72.95,63.05,2026-08-23,2,6,7.364,3.302,-4.454,-2.542,False,True,1,MEDIUM,False,0.10215190313226064,NORMAL
AST-0006,2026-08-23 10:30:38.403936,5.95,3.49,101.48,66.97,53.88,2026-08-23,10,6,7.56,2.54,-1.6100000000000003,0.9500000000000006,False,True,1,MEDIUM,False,0.14985220786735742,NORMAL
AST-0006,2026-08-23 19:51:38.403936,-2.17,3.38,102.43,52.51,65.49,2026-08-23,19,6,3.390000000000001,2.7239999999999998,-5.5600000000000005,0.6560000000000006,True,True,2,HIGH,False,0.037230550930425765,NORMAL
AST-0006,2026-08-23 20:38:38.403936,6.47,2.04,102.11,64.3,72.69,2026-08-23,20,6,3.8220000000000014,2.624,2.6479999999999984,-0.5839999999999996,False,True,1,MEDIUM,False,0.15790027860530376,NORMAL
AST-0006,2026-08-23 21:18:38.403936,5.33,1.7,103.47,78.23,49.18,2026-08-23,21,6,3.698,2.274,1.6319999999999997,-0.5739999999999996,False,True,1,MEDIUM,False,0.09290146422420431,NORMAL
AST-0006,2026-08-23 23:32:38.403936,3.3,2.78,100.92,54.83,81.22,2026-08-23,23,6,3.7760000000000007,2.6779999999999995,-0.4760000000000008,0.1020000000000003,False,False,0,LOW,False,0.13606788968353356,NORMAL
AST-0006,2026-08-23 23:59:38.403936,6.47,2.34,97.18,69.3,87.94,2026-08-23,23,6,3.880000000000001,2.4479999999999995,2.5899999999999985,-0.1079999999999996,False,False,0,LOW,False,0.06666420134498485,NORMAL
AST-0006,2026-08-24 00:25:38.403936,3.21,2.52,97.0,73.76,36.89,2026-08-24,0,0,4.956,2.276,-1.7460000000000004,0.2440000000000002,False,False,0,LOW,False,0.027035369703170553,NORMAL
AST-0006,2026-08-24 06:51:38.403936,-3.79,3.63,102.4,59.7,57.36,2026-08-24,6,0,2.904000000000001,2.5939999999999994,-6.694000000000001,1.0360000000000005,True,True,2,HIGH,False,0.015593875837585758,NORMAL
AST-0006,2026-08-24 06:53:38.403936,4.79,1.92,103.79,46.53,60.92,2026-08-24,6,0,2.7960000000000007,2.6379999999999995,1.9939999999999996,-0.7179999999999995,False,True,1,MEDIUM,False,0.08500243910560062,NORMAL
AST-0006,2026-08-24 07:36:38.403936,3.97,1.44,99.39,52.35,41.93,2026-08-24,7,0,2.9300000000000006,2.37,1.0399999999999996,-0.9299999999999996,False,True,1,MEDIUM,False,0.08911476662342549,NORMAL
AST-0006,2026-08-24 12:13:38.403936,3.13,3.06,102.99,71.04,92.28,2026-08-24,12,0,2.262000000000001,2.514,0.867999999999999,0.5460000000000007,False,True,1,MEDIUM,False,0.1095620012456941,NORMAL
AST-0006,2026-08-24 13:57:38.403936,5.94,2.91,99.79,65.76,67.25,2026-08-24,13,0,2.8080000000000007,2.592,3.132,0.3180000000000005,False,False,0,LOW,False,0.1584782580624482,NORMAL
AST-0006,2026-08-24 14:48:38.403936,4.9,1.54,103.33,77.31,66.87,2026-08-24,14,0,4.546000000000001,2.174,0.3539999999999992,-0.6339999999999999,False,True,1,MEDIUM,False,0.12087614359309357,NORMAL
AST-0006,2026-08-24 19:45:38.403936,3.62,2.1,103.23,54.5,69.85,2026-08-24,19,0,4.312,2.21,-0.6920000000000002,-0.1099999999999998,False,False,0,LOW,False,0.13947893283234258,NORMAL
AST-0006,2026-08-24 21:51:38.403936,3.88,3.7,104.12,72.85,59.12,2026-08-24,21,0,4.294000000000001,2.662,-0.4140000000000015,1.0380000000000005,False,True,1,MEDIUM,False,0.11491559455979838,NORMAL
AST-0006,2026-08-25 03:37:38.403936,1.86,2.75,95.59,62.11,81.55,2026-08-25,3,1,4.040000000000001,2.6,-2.1800000000000006,0.1499999999999999,False,False,0,LOW,False,0.03316465964273807,NORMAL
AST-0006,2026-08-25 07:40:38.403936,5.13,2.32,100.32,79.2,92.24,2026-08-25,7,1,3.878000000000001,2.482,1.251999999999999,-0.1619999999999999,False,False,0,LOW,False,0.08236558584223552,NORMAL
AST-0006,2026-08-25 11:23:38.403936,3.6,1.97,99.9,58.47,58.04,2026-08-25,11,1,3.6180000000000008,2.568,-0.0180000000000006,-0.5979999999999996,False,True,1,MEDIUM,False,0.14799755684284338,NORMAL
AST-0006,2026-08-25 13:21:38.403936,5.31,2.24,98.96,67.02,36.97,2026-08-25,13,1,3.956,2.596,1.3539999999999992,-0.3559999999999994,False,False,0,LOW,False,0.09908095539217526,NORMAL
AST-0006,2026-08-25 21:46:38.403936,4.18,1.8,103.06,72.21,48.51,2026-08-25,21,1,4.016000000000001,2.216,0.1639999999999988,-0.4159999999999997,False,False,0,LOW,False,0.13128669780297436,NORMAL
AST-0006,2026-08-26 00:21:38.403936,6.38,1.91,99.52,62.24,45.4,2026-08-26,0,2,4.920000000000001,2.048,1.459999999999999,-0.1379999999999996,False,False,0,LOW,False,0.12768393135841427,NORMAL
AST-0006,2026-08-26 02:35:38.403936,5.48,3.27,101.26,57.29,33.07,2026-08-26,2,2,4.990000000000001,2.238,0.4899999999999993,1.032,False,True,1,MEDIUM,False,0.09327504012538751,NORMAL
AST-0006,2026-08-26 02:43:38.403936,4.71,3.06,100.56,68.96,65.27,2026-08-26,2,2,5.212000000000001,2.4559999999999995,-0.5020000000000007,0.6040000000000005,False,True,1,MEDIUM,False,0.16875023450420773,NORMAL
AST-0006,2026-08-26 04:10:38.403936,1.21,1.36,102.66,65.14,75.9,2026-08-26,4,2,4.392,2.28,-3.1820000000000004,-0.9199999999999996,False,True,1,MEDIUM,False,0.097941046225478,NORMAL
AST-0006,2026-08-26 10:59:38.403936,3.96,3.22,101.48,63.94,56.43,2026-08-26,10,2,4.348000000000001,2.563999999999999,-0.3880000000000008,0.656000000000001,False,True,1,MEDIUM,False,0.16483117742379416,NORMAL
AST-0006,2026-08-26 15:46:38.403936,4.94,1.3,103.86,58.35,77.99,2026-08-26,15,2,4.0600000000000005,2.4419999999999997,0.8799999999999999,-1.1419999999999992,False,True,1,MEDIUM,False,0.09559077141635286,NORMAL
AST-0006,2026-08-26 16:48:38.403936,4.79,1.68,100.17,58.82,80.22,2026-08-26,16,2,3.9220000000000006,2.124,0.8679999999999994,-0.4439999999999997,False,False,0,LOW,False,0.1397963461006091,NORMAL
AST-0006,2026-08-26 16:59:38.403936,3.04,2.83,100.95,71.39,63.86,2026-08-26,16,2,3.588000000000001,2.078,-0.5480000000000009,0.7520000000000002,False,True,1,MEDIUM,False,0.15937718425719366,NORMAL
AST-0006,2026-08-26 17:51:38.403936,3.94,2.29,104.5,70.61,59.68,2026-08-26,17,2,4.134,2.264,-0.1940000000000004,0.0260000000000002,False,False,0,LOW,False,0.13141243775742972,NORMAL
AST-0006,2026-08-26 17:51:38.403936,6.03,3.58,101.3,65.61,51.18,2026-08-26,17,2,4.548,2.3359999999999994,1.4820000000000002,1.2440000000000009,False,True,1,MEDIUM,False,0.14457590313791996,NORMAL
AST-0006,2026-08-26 19:01:38.403936,5.81,3.29,102.19,46.99,58.86,2026-08-26,19,2,4.722,2.7339999999999995,1.0879999999999992,0.5560000000000005,False,True,1,MEDIUM,False,0.10655610894376766,NORMAL
AST-0006,2026-08-26 22:11:38.403936,3.78,2.5,101.56,43.99,76.75,2026-08-26,22,2,4.5200000000000005,2.898,-0.7400000000000007,-0.3979999999999997,False,False,0,LOW,False,0.10095550547984872,NORMAL
AST-0006,2026-08-27 01:33:38.403936,3.86,2.2,102.92,51.55,26.43,2026-08-27,1,3,4.684,2.772,-0.8240000000000003,-0.5719999999999992,False,True,1,MEDIUM,False,0.05581925824081613,NORMAL
AST-0006,2026-08-27 03:41:38.403936,4.77,2.11,100.05,47.32,65.35,2026-08-27,3,3,4.8500000000000005,2.736,-0.0800000000000009,-0.6259999999999999,False,True,1,MEDIUM,False,0.11482163000943924,NORMAL
AST-0006,2026-08-27 06:36:38.403936,4.39,0.48,101.0,75.6,48.91,2026-08-27,6,3,4.522,2.116,-0.1320000000000005,-1.6359999999999997,False,True,1,MEDIUM,False,0.08099952969374263,NORMAL
AST-0006,2026-08-27 09:52:38.403936,3.14,3.49,103.92,56.16,62.23,2026-08-27,9,3,3.988000000000001,2.156,-0.8480000000000008,1.3340000000000003,False,True,1,MEDIUM,False,0.11245027273987274,NORMAL
AST-0006,2026-08-27 14:10:38.403936,4.31,1.24,105.31,77.63,68.39,2026-08-27,14,3,4.094,1.9039999999999997,0.2159999999999993,-0.6639999999999995,False,True,1,MEDIUM,False,0.06072139594862397,NORMAL
AST-0006,2026-08-27 14:32:38.403936,6.16,3.45,102.58,53.57,94.4,2026-08-27,14,3,4.554,2.154,1.606,1.2960000000000005,False,True,1,MEDIUM,False,0.07458428898074027,NORMAL
AST-0006,2026-08-27 20:46:38.403936,4.59,2.94,100.38,73.83,43.12,2026-08-27,20,3,4.518000000000001,2.32,0.0719999999999991,0.6200000000000001,False,True,1,MEDIUM,False,0.13051877873563839,NORMAL
AST-0006,2026-08-27 22:25:38.403936,5.04,3.73,101.23,80.65,17.84,2026-08-27,22,3,4.648000000000001,2.97,0.3919999999999994,0.7600000000000002,False,True,1,MEDIUM,False,0.001481355637917181,NORMAL
AST-0006,2026-08-27 23:17:38.403936,3.43,3.0,96.66,60.5,67.77,2026-08-27,23,3,4.706,2.872,-1.2760000000000002,0.1280000000000001,False,False,0,LOW,False,0.0763329519590451,NORMAL
AST-0006,2026-08-28 03:20:38.403936,6.64,2.96,99.04,59.0,71.71,2026-08-28,3,4,5.172000000000001,3.216,1.467999999999999,-0.2559999999999998,False,False,0,LOW,False,0.13556378344165398,NORMAL
AST-0006,2026-08-28 03:29:38.403936,1.64,1.87,104.42,73.31,55.17,2026-08-28,3,4,4.268000000000001,2.9,-2.628000000000001,-1.0299999999999998,False,True,1,MEDIUM,False,0.09043304609758002,NORMAL
AST-0006,2026-08-28 05:37:38.403936,4.77,2.99,101.23,61.32,57.66,2026-08-28,5,4,4.304,2.9099999999999997,0.4659999999999993,0.0800000000000009,False,False,0,LOW,False,0.16804877138168517,NORMAL
AST-0006,2026-08-28 06:31:38.403936,5.59,4.11,100.54,56.44,44.0,2026-08-28,6,4,4.414000000000001,2.986,1.1759999999999993,1.1240000000000006,False,True,1,MEDIUM,False,0.09705643399060576,NORMAL
AST-0006,2026-08-28 07:38:38.403936,4.08,1.56,101.05,56.68,75.7,2026-08-28,7,4,4.5440000000000005,2.698,-0.4640000000000004,-1.138,False,True,1,MEDIUM,False,0.14331395344881204,NORMAL
AST-0006,2026-08-28 11:14:38.403936,7.58,2.12,102.61,72.69,62.49,2026-08-28,11,4,4.732000000000001,2.53,2.847999999999999,-0.4099999999999997,False,False,0,LOW,False,0.1265307965338347,NORMAL
AST-0006,2026-08-28 13:34:38.403936,7.24,1.77,100.25,57.7,66.45,2026-08-28,13,4,5.852,2.51,1.388,-0.7399999999999993,False,True,1,MEDIUM,False,0.12921177683699586,NORMAL
AST-0006,2026-08-28 16:50:38.403936,5.9,1.37,97.78,49.74,87.73,2026-08-28,16,4,6.078000000000001,2.186,-0.1780000000000008,-0.8159999999999998,False,True,1,MEDIUM,False,0.035951758976738024,NORMAL
AST-0007,2026-07-29 18:54:38.403936,3.66,1.36,101.73,75.73,80.65,2026-07-29,18,2,3.66,1.36,0.0,0.0,False,False,0,LOW,False,0.11659069714069231,NORMAL
AST-0007,2026-07-29 20:09:38.403936,5.5,2.79,99.42,59.86,45.93,2026-07-29,20,2,4.58,2.075,0.92,0.7149999999999999,False,True,1,MEDIUM,False,0.13551368874153863,NORMAL
AST-0007,2026-07-29 20:45:38.403936,1.76,1.91,100.05,90.08,97.52,2026-07-29,20,2,3.64,2.02,-1.88,-0.1100000000000001,False,False,0,LOW,True,-0.031998853366609015,ANOMALOUS
AST-0007,2026-07-29 22:30:38.403936,3.72,2.65,98.28,57.58,78.61,2026-07-29,22,2,3.66,2.1775,0.06,0.4724999999999997,False,False,0,LOW,False,0.12361989286876562,NORMAL
AST-0007,2026-07-29 23:24:38.403936,4.84,4.07,101.97,61.37,37.51,2026-07-29,23,2,3.896,2.556,0.944,1.5140000000000002,False,True,1,MEDIUM,False,0.09662183657197942,NORMAL
AST-0007,2026-07-30 00:17:38.403936,4.24,2.22,101.3,55.95,83.1,2026-07-30,0,3,4.0120000000000005,2.728,0.2279999999999997,-0.508,False,True,1,MEDIUM,False,0.13915496888042422,NORMAL
AST-0007,2026-07-30 17:44:38.403936,2.79,8.01,97.73,55.77,66.69,2026-07-30,17,3,3.47,3.772,-0.6800000000000002,4.238,False,True,1,MEDIUM,True,-0.02902968936557293,ANOMALOUS
AST-0007,2026-07-30 18:05:38.403936,4.22,2.02,96.89,73.97,87.95,2026-07-30,18,3,3.9620000000000006,3.794,0.2579999999999991,-1.7739999999999996,False,True,1,MEDIUM,False,0.05478080002525604,NORMAL
AST-0007,2026-07-30 18:52:38.403936,4.05,3.12,100.25,64.95,72.18,2026-07-30,18,3,4.0280000000000005,3.888,0.0219999999999993,-0.7680000000000002,False,True,1,MEDIUM,False,0.165036944542991,NORMAL
AST-0007,2026-07-30 20:47:38.403936,3.79,2.52,97.21,51.82,75.98,2026-07-30,20,3,3.818,3.5780000000000003,-0.028,-1.0580000000000005,False,True,1,MEDIUM,False,0.08655638744423966,NORMAL
AST-0007,2026-07-31 01:56:38.403936,4.57,1.1,102.29,68.83,57.63,2026-07-31,1,4,3.884,3.354,0.6859999999999999,-2.254,False,True,1,MEDIUM,False,0.1303075054762758,NORMAL
AST-0007,2026-07-31 03:39:38.403936,5.35,2.74,102.32,65.62,63.9,2026-07-31,3,4,4.396,2.3,0.9539999999999996,0.4400000000000004,False,False,0,LOW,False,0.16940275046142939,NORMAL
AST-0007,2026-07-31 05:57:38.403936,6.54,1.41,104.32,68.82,67.89,2026-07-31,5,4,4.859999999999999,2.178,1.6800000000000006,-0.768,False,True,1,MEDIUM,False,0.10022020763220468,NORMAL
AST-0007,2026-07-31 18:23:38.403936,5.28,2.47,99.31,57.76,70.21,2026-07-31,18,4,5.106,2.048,0.1740000000000003,0.4220000000000001,False,False,0,LOW,False,0.14884128107565175,NORMAL
AST-0007,2026-07-31 18:23:38.403936,3.98,2.44,95.96,54.14,50.36,2026-07-31,18,4,5.144,2.032,-1.164,0.4079999999999999,False,False,0,LOW,False,0.04953827844356229,NORMAL
AST-0007,2026-07-31 20:00:38.403936,5.11,3.03,98.6,60.45,40.75,2026-07-31,20,4,5.252,2.418,-0.1419999999999994,0.6119999999999997,False,True,1,MEDIUM,False,0.09626205494642082,NORMAL
AST-0007,2026-08-01 00:14:38.403936,3.45,3.15,101.71,57.45,63.98,2026-08-01,0,5,4.872,2.5,-1.4219999999999997,0.6499999999999999,False,True,1,MEDIUM,False,0.1559489491123457,NORMAL
AST-0007,2026-08-01 05:57:38.403936,6.08,1.62,100.05,70.03,86.82,2026-08-01,5,5,4.78,2.5420000000000003,1.2999999999999998,-0.9220000000000002,False,True,1,MEDIUM,False,0.11848110139928891,NORMAL
AST-0007,2026-08-01 06:01:38.403936,5.41,2.7,98.46,61.68,53.97,2026-08-01,6,5,4.806,2.588,0.6040000000000001,0.1120000000000001,False,False,0,LOW,False,0.1339002049035672,NORMAL
AST-0007,2026-08-01 10:33:38.403936,3.12,2.28,101.15,48.38,80.49,2026-08-01,10,5,4.634,2.556,-1.5140000000000002,-0.2760000000000002,False,False,0,LOW,False,0.11062705640924725,NORMAL
AST-0007,2026-08-01 16:59:38.403936,3.35,2.44,100.03,72.41,59.81,2026-08-01,16,5,4.282,2.438,-0.932,0.0020000000000002,False,False,0,LOW,False,0.14904603935928046,NORMAL
AST-0007,2026-08-01 17:39:38.403936,4.84,9.08,103.89,69.05,49.9,2026-08-01,17,5,4.5600000000000005,3.624,0.2799999999999993,5.456,False,True,1,MEDIUM,True,-0.024177877791598745,ANOMALOUS
AST-0007,2026-08-01 18:05:38.403936,6.01,3.78,98.91,71.22,58.3,2026-08-01,18,5,4.545999999999999,4.056,1.4640000000000004,-0.2760000000000002,False,False,0,LOW,False,0.1144624754741218,NORMAL
AST-0007,2026-08-01 19:13:38.403936,3.84,2.99,101.38,63.48,100.0,2026-08-01,19,5,4.231999999999999,4.114,-0.3919999999999994,-1.1239999999999997,False,True,1,MEDIUM,False,0.08741479433396465,NORMAL
AST-0007,2026-08-01 23:11:38.403936,2.04,2.51,98.91,62.34,89.66,2026-08-01,23,5,4.016,4.16,-1.976,-1.6500000000000004,False,True,1,MEDIUM,False,0.08914933564543287,NORMAL
AST-0007,2026-08-02 02:40:38.403936,5.17,3.9,104.67,61.58,100.0,2026-08-02,2,6,4.38,4.452,0.79,-0.552,False,True,1,MEDIUM,False,0.024547010415034154,NORMAL
AST-0007,2026-08-02 06:56:38.403936,3.97,2.79,101.41,72.63,37.67,2026-08-02,6,6,4.206,3.194,-0.2360000000000002,-0.4039999999999999,False,False,0,LOW,False,0.11888561183475987,NORMAL
AST-0007,2026-08-02 07:31:38.403936,5.29,4.24,102.23,76.5,66.19,2026-08-02,7,6,4.062,3.286,1.2279999999999998,0.9540000000000002,False,True,1,MEDIUM,False,0.11601503260991713,NORMAL
AST-0007,2026-08-02 12:15:38.403936,6.13,1.76,98.91,92.07,84.13,2026-08-02,12,6,4.5200000000000005,3.04,1.6099999999999994,-1.28,False,True,1,MEDIUM,True,-0.002624679373559591,ANOMALOUS
AST-0007,2026-08-02 16:15:38.403936,1.42,1.92,100.18,63.25,67.37,2026-08-02,16,6,4.396,2.922,-2.976,-1.0020000000000002,False,True,1,MEDIUM,False,0.1299395428889848,NORMAL
